"non_toxicity_cats","family","scientific_name","non_toxicity","non_toxicity_dogs","toxicity_horses","toxicity_cats","clinical_signs","additional_common_names","toxic_principles","non_toxicity_horses","url","name","image_url","toxicity","toxicity_dogs"
"True"," Cucurbitaceae"," Cucurbita maxima var. banana"," Non-Toxic to Dogs, Non-Toxic to Cats, Non-Toxic to Horses","True","False","False"," "," "," ","True","https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/banana-squash","Banana Squash","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE"," ","False"
"False"," Aloaceae"," Aloe barbadensis","null","False","False","True"," Vomiting, change in urine color (red)"," Medicine Plant, True Aloe"," Anthraquinones, anthracene glycosides (aloin)","False","https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/barbados-aloe","Barbados Aloe","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/barbados-aloe-r.jpg?itok=VNt_q1pv"," Toxic to Dogs, Toxic to Cats","True"
"False"," Amaryllidaceae"," Hippeastrum spp.","null","False","False","True"," Vomiting, salvation, diarrhea; large ingestions cause convulsions, low blood pressure, tremors and cardiac arrhythmias. Bulbs are the most poisonous part."," Amaryllis, Fire Lily, Lily of the Palace, Ridderstjerne"," Lycorine and other alkaloids","False","https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/barbados-lily","Barbados Lily","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/barbados-lily-r.jpg?itok=SVpwywsB"," Toxic to Dogs, Toxic to Cats","True"
"False","null"," Caesalpinia pulcherrima","null","False","False","True"," Vomiting and diarrhea."," Peacock Flower, Dwarf Poinciana"," GI Irritants, Tannins.","False","https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/barbados-pride","Barbados Pride","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/peacock-flower-r.jpg?itok=XCQhK1ED"," Toxic to Dogs, Toxic to Cats","True"
"False"," Leguminosae"," Poinciana gilliesii","null","False","False","True"," Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, diarrhea, difficulty swallowing and incoordination is possible. Deaths in rabbits have been reported."," Bird of Paradise, Poinciana, Brazilwood"," GI irritants","False","https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/barbados-pride-2","Barbados Pride 2","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/bird-of-paradise-r.jpg?itok=_vf6ovrQ"," Toxic to Dogs, Toxic to Cats","True"
"True"," Compositae"," Gerbera jamesonii"," Non-Toxic to Dogs, Non-Toxic to Cats, Non-Toxic to Horses","True","False","False","null"," Transvaal Daisy, African Daisy, Veldt Daisy, Gerbera Daisy","null","True","https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/barberton-daisy","Barberton Daisy","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/african-daisy-r.jpg?itok=Q30Femx_","null","False"
"False"," Compositae"," Centaurea solstitialis","null","False","True","False"," The plant is not usually eaten unless other forage is unavailable, or when incorporated into hay. Poisonings occur at ingestions of 50%- 200% of the animal's body weight over a 60 to 90 day period of grazing. Clinical signs have been referred to as ""chewing disease"", where horses chew but are unable to obtain food or swallow. Signs seen include a grinning appearance, open mouth with protruding, lolling tongue, yawning, head tossing, central nervous system depression, lost interest in food, difficulty breathing due to inhalation of food, submerging the head in water in an attempt to drink. Death can occur due to lack of eating and drinking, leading to dehydration and malnutrition."," Yellow Star Thistle"," Unknown","False","https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/barnabys-thistle","Barnaby's Thistle","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/barnabys-thistle-r.jpg?itok=DK67_WUn"," Toxic to Horses","False"
"False"," Meliaceae"," Melia azedarach","null","False","True","True"," Diarrhea, vomiting, salivation, depression, weakness, and seizures. Ripe fruit (berries) most toxic but also bark, leaves, and flowers."," China Ball Tree, Paradise Tree, Persian Lilac, White Cedar, Japanese Bead Tree, Texas Umbrella Tree, Pride-of-India, Chinaberry Tree"," Tetranortriterpenes (meliatoxins)","False","https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/bead-tree","Bead Tree","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/bead-tree-r.jpg?itok=dQ4xzmpz"," Toxic to Dogs, Toxic to Cats, Toxic to Horses","True"
"True"," Chenopodiaceae"," Beta vulgaris"," Non-Toxic to Dogs, Non-Toxic to Cats, Non-Toxic to Horses","True","False","False"," "," Beet Root, Red Beet, Swiss Chard, Roman Kale, Sugar Beet"," ","True","https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/beets","Beets","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE"," ","False"
"False"," Begoniaceae"," Begonia spp.","null","False","False","True"," Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing. Tubers are the most toxic."," Over 1,000 species and 10,000 hybrids"," Insoluble oxalates","False","https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/begonia","Begonia","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/begonia-r.jpg?itok=5JuilbWr"," Toxic to Dogs, Toxic to Cats","True"
"True"," Vitaceae"," Cissus dicolor"," Non-Toxic to Dogs, Non-Toxic to Cats","True","False","False","null"," Rex Begonia","null","False","https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/begonia-climbing","Begonia, Climbing","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/begonia-climbing-r.jpg?itok=3VF_qnpb","null","False"
"True"," Urticaceae"," Pellionia daveauana"," Non-Toxic to Dogs, Non-Toxic to Cats","True","False","False","null"," Trailing Watermelon Begonia","null","False","https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/begonia-trailing","Begonia, Trailing","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/begonia-trailing-r.jpg?itok=baVhe4H2","null","False"
"True"," Palmae"," Howea belmoreana"," Non-Toxic to Dogs, Non-Toxic to Cats","True","False","False","null"," Curly Palm","null","False","https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/belmore-sentry-palm","Belmore Sentry Palm","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/belmore-sentry-palm-r.jpg?itok=NWzpyXY5","null","False"
"False"," Rutaceae"," Citrus Aurantium","null","False","True","True"," Vomiting, diarrhea, depression; potential photosensitivity"," Bergamot, Citrus bergamia"," Essential oils and psoralens","False","https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/bergamot-orange","Bergamot Orange","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/bergamot-orange-r.jpg?itok=jZ0HuFkn"," Toxic to Dogs, Toxic to Cats, Toxic to Horses","True"
"True"," Juglandaceae"," Carya laciniosa"," Non-Toxic to Dogs, Non-Toxic to Cats, Non-Toxic to Horses","True","False","False","null"," Big Shellbark Hickory, Shellbark Hickory, Shagbark Hickory","null","True","https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/big-shagbark-hickory","Big Shagbark Hickory","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/shagbark-hickory-r.jpg?itok=8YHR7Vmd","null","False"
"True"," Juglandaceae"," Carya laciniosa"," Non-Toxic to Dogs, Non-Toxic to Cats, Non-Toxic to Horses","True","False","False","null"," Shellbark Hickory","null","True","https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/big-shellbark-hickory","Big Shellbark Hickory","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/shagbark-hickory-r.jpg?itok=8YHR7Vmd","null","False"
"False"," Leguminosae"," Caesalpinia gilliesii","null","False","False","True"," Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, diarrhea, difficulty swallowing and incoordination is possible. Deaths in rabbits have been reported."," Peacock Flower, Barbados Pride, Poinciana, Pride of Barbados"," possibly hydrocyanic acid","False","https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/bird-paradise","Bird of Paradise","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/bird-of-paradise-r.jpg?itok=_vf6ovrQ"," Toxic to Dogs, Toxic to Cats","True"
"False"," Leguminosae"," Poinciana gilliesii","null","False","False","True"," Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, diarrhea, difficulty swallowing and incoordination is possible. Deaths in rabbits have been reported."," Peacock Flower, Barbados Pride, Poinciana, Pride of Barbados"," GI irritants","False","https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/bird-paradise-2","Bird of Paradise 2","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/poinciana-r.jpg?itok=Cs5qar-6"," Toxic to Dogs, Toxic to Cats","True"
"False"," Strelitziaceae"," Strelitzia reginae","null","False","True","True"," Mild nausea, vomiting, drowsiness; caused mainly by fruit and seeds. Should not be confused with Caesalpinia or Poinciana gilliesii, which is also known as Bird of Paradise and is more toxic."," Crane Flower, Bird's Tongue Flower","null","False","https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/bird-paradise-flower","Bird of Paradise Flower","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/birds-tongue-flower-r.jpg?itok=9CG9VQrZ"," Toxic to Dogs, Toxic to Cats, Toxic to Horses","True"
"False"," Strelitziaceae"," Strelitzia reginae","null","False","True","True"," Mild nausea, vomiting, drowsiness; caused mainly by fruit and seeds. Should not be confused with Caesalpinia or Poinciana gilliesii, which is also known as Bird of Paradise and is more toxic."," Bird of Paradise Flower, Crane Flower","null","False","https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/birds-tongue-flower","Bird's Tongue Flower","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/birds-tongue-flower-r.jpg?itok=9CG9VQrZ"," Toxic to Dogs, Toxic to Cats, Toxic to Horses","True"
"False"," Apiaceae"," Ammi majus","null","False","True","True"," Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing"," Greater Ammi, False Queen Anne's Lace"," Insoluble calcium oxalates","False","https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/bishops-weed","Bishop’s Weed","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/greater-ammi-r.jpg?itok=mCO6ushm"," Toxic to Dogs, Toxic to Cats, Toxic to Horses","True"
"True"," Juglandaceae"," Carya aquatica"," Non-Toxic to Dogs, Non-Toxic to Cats, Non-Toxic to Horses","True","False","False","null"," Water Hickory","null","True","https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/bitter-pecan","Bitter Pecan","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/water-hickory-r.jpg?itok=04inq8_w","null","False"
"False"," Apocynaceae"," Apocynum androsaemifolium","null","False","True","True"," Diarrhea (possibly with blood), slow heart rate, weakness"," Dogbane Hemp, Indian Hemp"," Cardenolides","False","https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/bitter-root","Bitter Root","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/bitter-root-r_0.jpg?itok=2wXqmQhF"," Toxic to Dogs, Toxic to Cats, Toxic to Horses","True"
"True"," Juglandaceae"," Carya cordiformis"," Non-Toxic to Dogs, Non-Toxic to Cats, Non-Toxic to Horses","True","False","False","null","null","null","True","https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/bitternut","Bitternut","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/bitternut-r.jpg?itok=lPMlLO4a","null","False"
"False"," Araceae"," Arum palestinum","null","False","True","True"," Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing"," Solomon's Lily, Wild Calla, Wild Arum"," Insoluble calcium oxalates","False","https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/black-calla","Black Calla","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/black-calla-r.jpg?itok=swVnUd5j"," Toxic to Dogs, Toxic to Cats, Toxic to Horses","True"
"True"," Caprifoliaceae"," Viburnum lentago"," Non-Toxic to Dogs, Non-Toxic to Cats, Non-Toxic to Horses","True","False","False","null"," Wild Raisin, Tea Plant, Cowberry, Nannyberry, Sweet Viburnum, Nanny Plum, Sheepberry, Sweetberry","null","True","https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/black-haw","Black Haw","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/black-haw-r.jpg?itok=nuVLrtxH","null","False"
"True"," Rosaceae"," Crataegus douglasii"," Non-Toxic to Dogs, Non-Toxic to Cats, Non-Toxic to Horses","True","False","False","null"," Weisdornbluten, Blackthorn, Thorn Apple, Thorn Plum, Pirliteiro, Red Hawthorn, May Bush, Oxyacantha, Haw Apple, Black Haw, Aubepine","null","True","https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/black-hawthorn","Black Hawthorn","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/black-haw-r.jpg?itok=nuVLrtxH","null","False"
"False"," Ericaceae"," Leucothoe davisiae","null","False","True","True"," Vomiting, diarrhea, depression, cardiovascular collapse, hypersalivation, weakness, coma, low blood pressure, death. Ingestion of a few leaves can cause serious problems."," Dog Hobble, Dog Laurel, Fetter Bush, Sierra Laurel"," Grayanotoxins","False","https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/black-laurel","Black Laurel","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/dog-hobble-r.jpg?itok=1Hm543NR"," Toxic to Dogs, Toxic to Cats, Toxic to Horses","True"
